Fila_atuacao;UF_Loja;Analista;Data;Status;TMA;Valor
Vendas;GO;Bank Vertigan;24/06/2023;Fraude;00:26:52;R$ 1.558,00
Vendas;MT;Serena Bale;24/06/2023;Aprovação;00:26:53;R$ 18.854,00
Vendas;CE;Serena Bale;24/06/2023;Pendência;00:14:20;R$ 17.732,00
Agendamento;AM;Jodi Moyle;24/06/2023;Aprovação;00:19:54;R$ 12.283,00
Contato;AM;Carol-jean Bortolotti;24/06/2023;Aprovação;00:15:55;R$ 447,00
Agendamento;PA;Seth Coley;24/06/2023;Fraude;00:20:49;R$ 10.407,00
Contato;BA;Obadiah Kinde;24/06/2023;Pendência;00:24:04;R$ 22.940,00
Agendamento;RJ;Obadiah Kinde;24/06/2023;Fraude;00:14:15;R$ 8.921,00
Contato;RJ;Katya Craghead;24/06/2023;Fraude;00:22:02;R$ 11.050,00
Vendas;PR;Natal Domoney;24/06/2023;Aprovação;00:03:52;R$ 2.214,00
Contato;ES;Stuart Sarl;24/06/2023;Reprova;00:03:23;R$ 11.374,00
Vendas;MS;Jodi Moyle;24/06/2023;Aprovação;00:02:26;R$ 18.963,00
Contato;RR;Byron Fairbard;24/06/2023;Aprovação;00:04:40;R$ 13.241,00
Agendamento;SC;Lucie Mongan;24/06/2023;Reprova;00:14:59;R$ 14.158,00
Vendas;MA;Leonardo Davion;24/06/2023;Aprovação;00:23:59;R$ 10.109,00
Contato;AP;Lilas Brahms;24/06/2023;Aprovação;00:04:43;R$ 19.681,00
Vendas;SC;Carol-jean Bortolotti;24/06/2023;Fraude;00:15:41;R$ 21.000,00
Vendas;CE;Natal Domoney;24/06/2023;Fraude;00:02:37;R$ 4.172,00
Agendamento;RS;Shanda Ismay;24/06/2023;Pendência;00:20:09;R$ 6.282,00
Contato;RR;Joli Trebilcock;24/06/2023;Aprovação;00:22:56;R$ 23.598,00
Vendas;DF;Gavrielle O' Neligan;24/06/2023;Fraude;00:18:28;R$ 8.350,00
Agendamento;DF;Stuart Sarl;24/06/2023;Pendência;00:15:17;R$ 18.152,00
Agendamento;RS;Joli Trebilcock;24/06/2023;Aprovação;00:03:29;R$ 24.629,00
Agendamento;TO;Lucie Mongan;24/06/2023;Reprova;00:25:42;R$ 13.156,00
Agendamento;MG;Shanda Ismay;24/06/2023;Fraude;00:23:44;R$ 2.902,00
Contato;MG;Sianna Maypowder;24/06/2023;Reprova;00:15:08;R$ 7.750,00
Vendas;SE;Leonardo Davion;24/06/2023;Reprova;00:19:28;R$ 21.564,00
Contato;MS;Rolland d'Escoffier;24/06/2023;Aprovação;00:04:23;R$ 10.199,00
Vendas;TO;Jodi Moyle;24/06/2023;Pendência;00:27:20;R$ 3.822,00
Agendamento;AL;Joli Trebilcock;24/06/2023;Aprovação;00:26:05;R$ 22.607,00
Vendas;ES;Christoforo Colquyte;24/06/2023;Aprovação;00:16:41;R$ 20.657,00
Contato;SP;Jermain Tolle;24/06/2023;Aprovação;00:13:45;R$ 8.903,00
Vendas;PE;Natal Domoney;24/06/2023;Aprovação;00:05:00;R$ 23.805,00
Contato;RR;Jermain Tolle;24/06/2023;Reprova;00:14:01;R$ 8.084,00
Contato;PB;Kenyon Baugh;24/06/2023;Reprova;00:28:21;R$ 1.673,00
Vendas;PE;Carol-jean Bortolotti;24/06/2023;Reprova;00:29:11;R$ 11.371,00
Agendamento;SP;Katya Craghead;24/06/2023;Reprova;00:12:35;R$ 13.135,00
Vendas;AC;Gavrielle O' Neligan;24/06/2023;Pendência;00:16:05;R$ 9.609,00
Vendas;RS;Boyce Tennant;24/06/2023;Fraude;00:16:25;R$ 23.778,00
Agendamento;SE;Abbie Capin;24/06/2023;Reprova;00:07:04;R$ 18.647,00
Contato;ES;Christean Birrel;24/06/2023;Aprovação;00:15:24;R$ 20.562,00
Vendas;SC;Carol-jean Bortolotti;24/06/2023;Aprovação;00:12:42;R$ 23.425,00
Vendas;TO;Carlita Yoakley;24/06/2023;Reprova;00:14:27;R$ 16.785,00
Vendas;RS;Carlita Yoakley;24/06/2023;Aprovação;00:21:31;R$ 11.456,00
Contato;RN;Boyce Tennant;24/06/2023;Fraude;00:06:14;R$ 4.158,00
Vendas;SE;Stuart Sarl;24/06/2023;Fraude;00:18:51;R$ 22.785,00
Agendamento;SP;Jodi Moyle;24/06/2023;Fraude;00:09:38;R$ 9.654,00
Vendas;RJ;Abbie Capin;24/06/2023;Aprovação;00:24:33;R$ 18.070,00
Vendas;RR;Boyce Tennant;24/06/2023;Pendência;00:06:17;R$ 15.285,00
Agendamento;DF;Jermain Tolle;24/06/2023;Aprovação;00:24:20;R$ 18.601,00
Contato;MT;Serena Bale;24/06/2023;Pendência;00:28:14;R$ 11.187,00
Contato;SE;Lilas Brahms;24/06/2023;Aprovação;00:21:53;R$ 22.564,00
Agendamento;RR;Kenyon Baugh;24/06/2023;Aprovação;00:20:24;R$ 14.600,00
Vendas;RJ;Stuart Sarl;24/06/2023;Aprovação;00:12:04;R$ 8.338,00
Contato;SC;Lilas Brahms;24/06/2023;Fraude;00:25:12;R$ 6.931,00
Contato;SC;Jodi Moyle;24/06/2023;Aprovação;00:18:04;R$ 22.004,00
Agendamento;DF;Boyce Tennant;24/06/2023;Reprova;00:02:29;R$ 16.128,00
Contato;SP;Abbie Capin;24/06/2023;Aprovação;00:15:50;R$ 23.320,00
Contato;AC;Cathryn MacGibbon;24/06/2023;Pendência;00:01:03;R$ 5.047,00
Vendas;AC;Idette Thyer;24/06/2023;Reprova;00:16:54;R$ 2.137,00
Contato;CE;Carol-jean Bortolotti;24/06/2023;Reprova;00:08:59;R$ 8.998,00
Contato;AC;Carlita Yoakley;24/06/2023;Aprovação;00:28:08;R$ 2.537,00
Agendamento;MA;Lucie Mongan;24/06/2023;Aprovação;00:08:08;R$ 20.240,00
Contato;AL;Serena Bale;24/06/2023;Aprovação;00:21:42;R$ 6.370,00
Vendas;AM;Stuart Sarl;24/06/2023;Reprova;00:13:22;R$ 5.117,00
Vendas;AC;Bank Vertigan;24/06/2023;Pendência;00:27:10;R$ 14.205,00
Agendamento;MS;Kenyon Baugh;24/06/2023;Fraude;00:13:22;R$ 15.198,00
Agendamento;SE;Carol-jean Bortolotti;24/06/2023;Aprovação;00:21:39;R$ 12.035,00
Contato;MA;Tawsha Fincher;24/06/2023;Fraude;00:26:29;R$ 21.134,00
Agendamento;PR;Seth Coley;24/06/2023;Aprovação;00:21:01;R$ 23.394,00
Vendas;ES;Christean Birrel;24/06/2023;Fraude;00:17:31;R$ 24.361,00
Vendas;PB;Christoforo Colquyte;24/06/2023;Aprovação;00:02:54;R$ 17.564,00
Agendamento;GO;Cathryn MacGibbon;24/06/2023;Aprovação;00:18:57;R$ 11.204,00
Vendas;RN;Stuart Sarl;24/06/2023;Aprovação;00:19:40;R$ 2.331,00
Vendas;MG;Natal Domoney;24/06/2023;Reprova;00:19:21;R$ 1.204,00
Agendamento;AL;Idette Thyer;24/06/2023;Aprovação;00:09:59;R$ 205,00
Contato;SE;Leonardo Davion;24/06/2023;Pendência;00:25:10;R$ 22.960,00
Contato;PI;Carlita Yoakley;24/06/2023;Reprova;00:24:46;R$ 5.718,00
Agendamento;SC;Serena Bale;24/06/2023;Fraude;00:04:31;R$ 5.215,00
Agendamento;SE;Stuart Sarl;24/06/2023;Aprovação;00:21:42;R$ 21.569,00
Vendas;PI;Serena Bale;24/06/2023;Aprovação;00:28:54;R$ 18.995,00
Vendas;GO;Shanda Ismay;24/06/2023;Aprovação;00:05:55;R$ 19.653,00
Vendas;RO;Gavrielle O' Neligan;24/06/2023;Pendência;00:22:03;R$ 9.572,00
Contato;AC;Byron Fairbard;24/06/2023;Aprovação;00:07:55;R$ 17.098,00
Agendamento;PI;Shanda Ismay;24/06/2023;Reprova;00:25:03;R$ 24.332,00
Contato;SE;Byron Fairbard;24/06/2023;Pendência;00:07:03;R$ 24.296,00
Agendamento;PB;Boyce Tennant;24/06/2023;Fraude;00:05:21;R$ 589,00
Contato;AP;Obadiah Kinde;24/06/2023;Fraude;00:04:34;R$ 20.339,00
Contato;SE;Stuart Sarl;24/06/2023;Aprovação;00:03:10;R$ 17.538,00
Agendamento;ES;Joli Trebilcock;24/06/2023;Aprovação;00:26:06;R$ 19.186,00
Vendas;RJ;Shanda Ismay;24/06/2023;Aprovação;00:09:46;R$ 7.407,00
Vendas;AM;Serena Bale;24/06/2023;Aprovação;00:13:57;R$ 5.801,00
Contato;PI;Boyce Tennant;24/06/2023;Aprovação;00:18:47;R$ 15.311,00
Contato;AP;Jermain Tolle;24/06/2023;Reprova;00:14:38;R$ 19.202,00
Contato;AL;Sianna Maypowder;24/06/2023;Aprovação;00:23:32;R$ 22.219,00
Contato;BA;Lilas Brahms;24/06/2023;Pendência;00:26:09;R$ 19.969,00
Vendas;RS;Christoforo Colquyte;24/06/2023;Aprovação;00:18:17;R$ 21.669,00
Contato;AL;Osgood Castaignet;24/06/2023;Aprovação;00:01:19;R$ 18.672,00
Vendas;AP;Carlita Yoakley;24/06/2023;Aprovação;00:09:24;R$ 5.707,00
Contato;PA;Natal Domoney;24/06/2023;Fraude;00:22:26;R$ 21.888,00
Agendamento;MA;Leonardo Davion;24/06/2023;Aprovação;00:14:58;R$ 4.010,00
Contato;SC;Osgood Castaignet;24/06/2023;Pendência;00:05:07;R$ 9.117,00
Vendas;TO;Sianna Maypowder;24/06/2023;Aprovação;00:22:44;R$ 9.399,00
Contato;TO;Obadiah Kinde;24/06/2023;Reprova;00:20:05;R$ 18.533,00
Vendas;BA;Carol-jean Bortolotti;24/06/2023;Pendência;00:08:45;R$ 4.661,00
Agendamento;MS;Katya Craghead;24/06/2023;Aprovação;00:17:15;R$ 6.199,00
Agendamento;PB;Boyce Tennant;24/06/2023;Fraude;00:17:17;R$ 2.060,00
Agendamento;GO;Tawsha Fincher;24/06/2023;Aprovação;00:24:26;R$ 14.702,00
Agendamento;PR;Katya Craghead;24/06/2023;Pendência;00:19:36;R$ 15.988,00
Agendamento;RN;Jermain Tolle;24/06/2023;Aprovação;00:08:33;R$ 22.433,00
Vendas;ES;Byron Fairbard;24/06/2023;Reprova;00:06:48;R$ 6.246,00
Agendamento;AP;Jermain Tolle;24/06/2023;Aprovação;00:25:13;R$ 8.579,00
Contato;CE;Kenyon Baugh;24/06/2023;Aprovação;00:21:09;R$ 7.912,00
Contato;MT;Lilas Brahms;24/06/2023;Aprovação;00:29:15;R$ 20.894,00
Vendas;AM;Katya Craghead;24/06/2023;Aprovação;00:06:42;R$ 210,00
Vendas;GO;Carol-jean Bortolotti;24/06/2023;Reprova;00:26:09;R$ 15.296,00
Agendamento;AM;Seth Coley;24/06/2023;Aprovação;00:07:20;R$ 17.811,00
Contato;SE;Byron Fairbard;24/06/2023;Reprova;00:06:55;R$ 13.209,00
Agendamento;MG;Jermain Tolle;24/06/2023;Aprovação;00:05:20;R$ 2.185,00
Contato;RO;Osgood Castaignet;24/06/2023;Pendência;00:07:56;R$ 20.528,00
Contato;MA;Obadiah Kinde;24/06/2023;Aprovação;00:08:26;R$ 15.668,00
Contato;MS;Seth Coley;24/06/2023;Fraude;00:13:32;R$ 2.033,00
Agendamento;GO;Gavrielle O' Neligan;24/06/2023;Reprova;00:14:21;R$ 14.993,00
Agendamento;AC;Bank Vertigan;24/06/2023;Fraude;00:22:40;R$ 9.894,00
Contato;RN;Katya Craghead;24/06/2023;Aprovação;00:08:53;R$ 14.126,00
Contato;AL;Carlita Yoakley;24/06/2023;Reprova;00:02:25;R$ 24.946,00
Vendas;AP;Abbie Capin;24/06/2023;Aprovação;00:15:33;R$ 3.153,00
Agendamento;MG;Boyce Tennant;24/06/2023;Reprova;00:29:31;R$ 18.452,00
Contato;PR;Obadiah Kinde;24/06/2023;Fraude;00:05:25;R$ 3.778,00
Vendas;SC;Carlita Yoakley;24/06/2023;Aprovação;00:16:33;R$ 12.687,00
Agendamento;DF;Boyce Tennant;24/06/2023;Reprova;00:22:41;R$ 3.313,00
Agendamento;AC;Boyce Tennant;24/06/2023;Aprovação;00:03:50;R$ 3.249,00
Vendas;ES;Carol-jean Bortolotti;24/06/2023;Reprova;00:21:54;R$ 4.481,00
Contato;PB;Osgood Castaignet;24/06/2023;Aprovação;00:12:16;R$ 12.533,00
Agendamento;AM;Seth Coley;24/06/2023;Aprovação;00:15:05;R$ 207,00
Vendas;SP;Tawsha Fincher;24/06/2023;Aprovação;00:23:28;R$ 14.035,00
Contato;RR;Bank Vertigan;24/06/2023;Fraude;00:21:09;R$ 3.893,00
Contato;RS;Erma Larn;24/06/2023;Aprovação;00:20:52;R$ 21.671,00
Contato;MT;Joli Trebilcock;24/06/2023;Fraude;00:16:20;R$ 18.976,00
Agendamento;RS;Katya Craghead;24/06/2023;Aprovação;00:17:26;R$ 14.331,00
Agendamento;RO;Byron Fairbard;24/06/2023;Aprovação;00:18:06;R$ 17.851,00
Vendas;AC;Erma Larn;24/06/2023;Reprova;00:06:55;R$ 275,00
Contato;PA;Bank Vertigan;24/06/2023;Reprova;00:20:24;R$ 257,00
Vendas;PB;Tawsha Fincher;24/06/2023;Reprova;00:12:28;R$ 13.059,00
Agendamento;AC;Erma Larn;24/06/2023;Pendência;00:13:44;R$ 4.057,00
Agendamento;CE;Rolland d'Escoffier;24/06/2023;Reprova;00:06:15;R$ 10.093,00
Agendamento;SE;Katya Craghead;24/06/2023;Reprova;00:12:03;R$ 15.013,00
Vendas;RJ;Christoforo Colquyte;24/06/2023;Aprovação;00:23:54;R$ 16.039,00
Vendas;RO;Lucie Mongan;24/06/2023;Fraude;00:13:23;R$ 1.098,00
Agendamento;RO;Tawsha Fincher;24/06/2023;Aprovação;00:07:33;R$ 24.799,00
Vendas;MA;Byron Fairbard;24/06/2023;Reprova;00:06:31;R$ 24.998,00
Agendamento;SP;Jodi Moyle;24/06/2023;Pendência;00:09:19;R$ 2.271,00
Vendas;AL;Lilas Brahms;24/06/2023;Reprova;00:28:08;R$ 20.977,00
Vendas;DF;Carlita Yoakley;24/06/2023;Reprova;00:02:10;R$ 9.187,00
Agendamento;AP;Jodi Moyle;24/06/2023;Aprovação;00:23:30;R$ 24.007,00
Agendamento;RN;Shanda Ismay;24/06/2023;Aprovação;00:29:37;R$ 9.893,00
Agendamento;MG;Jodi Moyle;24/06/2023;Fraude;00:05:23;R$ 20.643,00
Vendas;SP;Rolland d'Escoffier;24/06/2023;Fraude;00:15:31;R$ 20.543,00
Vendas;MG;Byron Fairbard;24/06/2023;Pendência;00:12:33;R$ 3.496,00
Vendas;RS;Tawsha Fincher;24/06/2023;Aprovação;00:06:30;R$ 5.037,00
Agendamento;AC;Leonardo Davion;24/06/2023;Fraude;00:14:42;R$ 11.752,00
Agendamento;MA;Lucie Mongan;24/06/2023;Pendência;00:27:11;R$ 10.337,00
Vendas;PA;Christean Birrel;24/06/2023;Aprovação;00:03:30;R$ 4.365,00
Contato;BA;Christean Birrel;24/06/2023;Aprovação;00:14:19;R$ 4.056,00
Agendamento;PE;Obadiah Kinde;24/06/2023;Fraude;00:21:38;R$ 5.137,00
Vendas;DF;Jodi Moyle;24/06/2023;Aprovação;00:17:03;R$ 12.188,00
Contato;MS;Christean Birrel;24/06/2023;Aprovação;00:13:58;R$ 18.893,00
Agendamento;SC;Leonardo Davion;24/06/2023;Aprovação;00:07:29;R$ 7.770,00
Contato;SP;Cathryn MacGibbon;24/06/2023;Reprova;00:20:12;R$ 24.045,00
Vendas;AP;Idette Thyer;24/06/2023;Aprovação;00:09:22;R$ 20.437,00
Contato;SC;Sianna Maypowder;24/06/2023;Aprovação;00:02:26;R$ 1.508,00
Contato;DF;Erma Larn;24/06/2023;Fraude;00:08:19;R$ 21.346,00
Agendamento;AP;Natal Domoney;24/06/2023;Aprovação;00:06:08;R$ 5.324,00
Contato;RJ;Leonardo Davion;24/06/2023;Aprovação;00:12:57;R$ 9.123,00
Agendamento;ES;Erma Larn;24/06/2023;Aprovação;00:23:29;R$ 4.133,00
Agendamento;MG;Lucie Mongan;24/06/2023;Pendência;00:19:45;R$ 20.050,00
Vendas;AC;Natal Domoney;24/06/2023;Fraude;00:03:10;R$ 20.989,00
Vendas;CE;Byron Fairbard;24/06/2023;Aprovação;00:03:39;R$ 19.806,00
Agendamento;MG;Christoforo Colquyte;24/06/2023;Fraude;00:10:14;R$ 19.894,00
Contato;MG;Obadiah Kinde;24/06/2023;Aprovação;00:03:54;R$ 17.146,00
Agendamento;PA;Boyce Tennant;24/06/2023;Aprovação;00:08:41;R$ 4.473,00
Contato;ES;Serena Bale;24/06/2023;Fraude;00:19:20;R$ 8.344,00
Agendamento;AP;Jermain Tolle;24/06/2023;Reprova;00:08:04;R$ 17.740,00
Contato;SP;Abbie Capin;24/06/2023;Aprovação;00:28:39;R$ 3.802,00
Contato;TO;Joli Trebilcock;24/06/2023;Fraude;00:23:06;R$ 17.248,00
Vendas;MT;Obadiah Kinde;24/06/2023;Aprovação;00:04:13;R$ 10.466,00
Contato;ES;Idette Thyer;24/06/2023;Reprova;00:13:06;R$ 18.627,00
Agendamento;SE;Joli Trebilcock;24/06/2023;Fraude;00:19:23;R$ 15.303,00
Agendamento;GO;Serena Bale;24/06/2023;Aprovação;00:23:04;R$ 2.132,00
Contato;AC;Abbie Capin;24/06/2023;Aprovação;00:05:05;R$ 17.246,00
Contato;SE;Katya Craghead;24/06/2023;Fraude;00:18:12;R$ 9.788,00
Vendas;AP;Katya Craghead;24/06/2023;Aprovação;00:27:08;R$ 13.358,00
Vendas;AP;Jermain Tolle;24/06/2023;Fraude;00:25:10;R$ 13.956,00
Vendas;PR;Boyce Tennant;24/06/2023;Aprovação;00:12:03;R$ 13.572,00
Contato;DF;Obadiah Kinde;24/06/2023;Reprova;00:25:49;R$ 15.667,00
Agendamento;TO;Byron Fairbard;24/06/2023;Aprovação;00:24:34;R$ 24.560,00
Agendamento;ES;Gavrielle O' Neligan;24/06/2023;Aprovação;00:07:23;R$ 12.911,00
Vendas;RO;Gavrielle O' Neligan;24/06/2023;Aprovação;00:10:16;R$ 2.045,00
Vendas;RR;Shanda Ismay;24/06/2023;Fraude;00:05:00;R$ 13.527,00
Contato;BA;Abbie Capin;24/06/2023;Fraude;00:05:04;R$ 127,00
Vendas;MA;Cathryn MacGibbon;24/06/2023;Aprovação;00:07:02;R$ 22.450,00
Contato;PR;Jodi Moyle;24/06/2023;Pendência;00:24:53;R$ 19.126,00
Agendamento;RR;Christean Birrel;24/06/2023;Fraude;00:01:14;R$ 17.366,00
Vendas;AC;Gavrielle O' Neligan;24/06/2023;Aprovação;00:09:42;R$ 11.011,00
Contato;PR;Jodi Moyle;24/06/2023;Fraude;00:06:05;R$ 9.929,00
Vendas;BA;Erma Larn;24/06/2023;Reprova;00:02:51;R$ 6.189,00
Vendas;ES;Rolland d'Escoffier;24/06/2023;Aprovação;00:01:57;R$ 6.872,00
Agendamento;MS;Byron Fairbard;24/06/2023;Fraude;00:28:02;R$ 23.817,00
Agendamento;PI;Lilas Brahms;24/06/2023;Pendência;00:22:47;R$ 13.425,00
Contato;MG;Lilas Brahms;24/06/2023;Aprovação;00:21:29;R$ 9.386,00
Contato;MS;Gavrielle O' Neligan;24/06/2023;Aprovação;00:08:40;R$ 4.113,00
Agendamento;BA;Christean Birrel;24/06/2023;Pendência;00:22:29;R$ 9.782,00
Contato;DF;Abbie Capin;24/06/2023;Aprovação;00:20:21;R$ 23.737,00
Vendas;AL;Katya Craghead;24/06/2023;Fraude;00:13:26;R$ 5.323,00
Agendamento;PE;Rolland d'Escoffier;24/06/2023;Pendência;00:19:36;R$ 11.159,00
Contato;MT;Abbie Capin;24/06/2023;Aprovação;00:05:57;R$ 9.082,00
Vendas;SC;Sianna Maypowder;24/06/2023;Aprovação;00:15:53;R$ 9.935,00
Agendamento;SC;Idette Thyer;24/06/2023;Aprovação;00:03:51;R$ 9.008,00
Contato;PI;Christean Birrel;24/06/2023;Aprovação;00:24:32;R$ 4.621,00
Vendas;PB;Serena Bale;24/06/2023;Fraude;00:07:59;R$ 20.700,00
Vendas;GO;Boyce Tennant;24/06/2023;Aprovação;00:19:14;R$ 9.653,00
Agendamento;AM;Gavrielle O' Neligan;24/06/2023;Reprova;00:12:09;R$ 5.062,00
Contato;PA;Christean Birrel;24/06/2023;Aprovação;00:09:57;R$ 5.268,00
Agendamento;MS;Cathryn MacGibbon;24/06/2023;Aprovação;00:29:09;R$ 5.641,00
Contato;MA;Rolland d'Escoffier;24/06/2023;Aprovação;00:13:11;R$ 10.951,00
Agendamento;RR;Kenyon Baugh;24/06/2023;Pendência;00:04:44;R$ 9.837,00
Agendamento;RN;Jermain Tolle;24/06/2023;Aprovação;00:27:15;R$ 17.173,00
Vendas;PR;Christean Birrel;24/06/2023;Pendência;00:09:58;R$ 17.234,00
Agendamento;PA;Leonardo Davion;24/06/2023;Fraude;00:25:22;R$ 12.827,00
Vendas;RR;Obadiah Kinde;24/06/2023;Fraude;00:16:01;R$ 13.726,00
Agendamento;RS;Idette Thyer;24/06/2023;Aprovação;00:26:58;R$ 24.020,00
Vendas;PA;Joli Trebilcock;24/06/2023;Reprova;00:15:47;R$ 18.233,00
Vendas;PB;Christean Birrel;24/06/2023;Aprovação;00:20:37;R$ 8.300,00
Vendas;SC;Gavrielle O' Neligan;24/06/2023;Aprovação;00:24:31;R$ 23.096,00
Contato;MS;Jermain Tolle;24/06/2023;Fraude;00:23:43;R$ 16.638,00
Agendamento;RR;Lucie Mongan;24/06/2023;Aprovação;00:15:47;R$ 17.626,00
Agendamento;RR;Obadiah Kinde;24/06/2023;Aprovação;00:10:34;R$ 2.307,00
Vendas;PI;Boyce Tennant;24/06/2023;Aprovação;00:15:47;R$ 19.058,00
Agendamento;BA;Erma Larn;24/06/2023;Fraude;00:06:30;R$ 10.256,00
Agendamento;AL;Osgood Castaignet;24/06/2023;Aprovação;00:29:19;R$ 4.796,00
Agendamento;RN;Gavrielle O' Neligan;24/06/2023;Fraude;00:12:54;R$ 16.298,00
Contato;RJ;Idette Thyer;24/06/2023;Fraude;00:06:38;R$ 21.447,00
Vendas;PE;Christean Birrel;24/06/2023;Aprovação;00:05:00;R$ 1.604,00
Agendamento;PA;Serena Bale;24/06/2023;Reprova;00:20:53;R$ 3.275,00
Contato;RN;Byron Fairbard;24/06/2023;Pendência;00:25:00;R$ 6.891,00
Vendas;BA;Rolland d'Escoffier;24/06/2023;Pendência;00:28:18;R$ 20.787,00
Agendamento;ES;Erma Larn;24/06/2023;Aprovação;00:27:40;R$ 11.856,00
Vendas;MA;Sianna Maypowder;24/06/2023;Reprova;00:07:27;R$ 11.115,00
Agendamento;AM;Shanda Ismay;24/06/2023;Aprovação;00:09:24;R$ 304,00
Vendas;ES;Boyce Tennant;24/06/2023;Pendência;00:28:20;R$ 1.316,00
Vendas;SC;Bank Vertigan;24/06/2023;Reprova;00:10:06;R$ 22.631,00
Agendamento;CE;Jodi Moyle;24/06/2023;Aprovação;00:19:36;R$ 7.312,00
Vendas;PI;Leonardo Davion;24/06/2023;Fraude;00:09:24;R$ 14.625,00
Vendas;MG;Idette Thyer;24/06/2023;Aprovação;00:06:13;R$ 3.627,00
Contato;GO;Natal Domoney;24/06/2023;Aprovação;00:07:10;R$ 17.924,00
Agendamento;PA;Joli Trebilcock;24/06/2023;Aprovação;00:09:15;R$ 1.129,00
Vendas;PI;Christoforo Colquyte;24/06/2023;Aprovação;00:04:16;R$ 20.087,00
Vendas;AM;Kenyon Baugh;24/06/2023;Fraude;00:12:52;R$ 8.766,00
Agendamento;CE;Sianna Maypowder;24/06/2023;Fraude;00:10:39;R$ 8.415,00
Agendamento;MS;Christean Birrel;24/06/2023;Pendência;00:20:33;R$ 3.678,00
Agendamento;RR;Jodi Moyle;24/06/2023;Aprovação;00:20:34;R$ 14.739,00
Contato;CE;Gavrielle O' Neligan;24/06/2023;Aprovação;00:27:54;R$ 5.133,00
Contato;ES;Erma Larn;24/06/2023;Pendência;00:19:46;R$ 22.724,00
Vendas;PE;Christoforo Colquyte;24/06/2023;Pendência;00:17:05;R$ 7.530,00
Agendamento;DF;Jermain Tolle;24/06/2023;Pendência;00:05:29;R$ 21.095,00
Agendamento;MT;Bank Vertigan;24/06/2023;Fraude;00:19:00;R$ 16.822,00
Agendamento;ES;Byron Fairbard;24/06/2023;Fraude;00:17:35;R$ 15.595,00
Vendas;TO;Osgood Castaignet;24/06/2023;Reprova;00:29:36;R$ 8.817,00
Contato;SE;Katya Craghead;24/06/2023;Pendência;00:24:22;R$ 955,00
Agendamento;RN;Christoforo Colquyte;24/06/2023;Aprovação;00:23:49;R$ 18.315,00
Agendamento;RO;Carlita Yoakley;24/06/2023;Aprovação;00:26:03;R$ 16.643,00
Vendas;BA;Idette Thyer;24/06/2023;Aprovação;00:06:16;R$ 7.320,00
Agendamento;MS;Erma Larn;24/06/2023;Aprovação;00:13:46;R$ 4.169,00
Agendamento;PA;Byron Fairbard;24/06/2023;Aprovação;00:09:17;R$ 24.573,00
Agendamento;SE;Idette Thyer;24/06/2023;Aprovação;00:05:34;R$ 8.265,00
Agendamento;AM;Christean Birrel;24/06/2023;Fraude;00:24:34;R$ 24.516,00
Contato;RN;Carlita Yoakley;24/06/2023;Fraude;00:28:06;R$ 19.171,00
Vendas;TO;Boyce Tennant;24/06/2023;Reprova;00:26:14;R$ 15.356,00
Agendamento;SC;Sianna Maypowder;24/06/2023;Reprova;00:29:47;R$ 24.534,00
Vendas;RR;Christoforo Colquyte;24/06/2023;Aprovação;00:04:39;R$ 4.839,00
Vendas;AM;Jermain Tolle;24/06/2023;Aprovação;00:01:54;R$ 24.070,00
Vendas;GO;Jodi Moyle;24/06/2023;Fraude;00:09:11;R$ 24.333,00
Agendamento;ES;Jodi Moyle;24/06/2023;Aprovação;00:03:59;R$ 3.854,00
Agendamento;AL;Carol-jean Bortolotti;24/06/2023;Aprovação;00:21:34;R$ 9.892,00
Vendas;MS;Shanda Ismay;24/06/2023;Reprova;00:14:33;R$ 771,00
Contato;MS;Serena Bale;24/06/2023;Fraude;00:09:43;R$ 14.843,00
Agendamento;CE;Carlita Yoakley;24/06/2023;Pendência;00:03:45;R$ 2.081,00
Vendas;RO;Erma Larn;24/06/2023;Pendência;00:05:02;R$ 8.189,00
Agendamento;MS;Joli Trebilcock;24/06/2023;Aprovação;00:18:32;R$ 17.994,00
Vendas;AP;Kenyon Baugh;24/06/2023;Aprovação;00:01:20;R$ 6.832,00
Contato;RJ;Jodi Moyle;24/06/2023;Aprovação;00:28:58;R$ 5.467,00
Contato;MT;Idette Thyer;24/06/2023;Pendência;00:21:34;R$ 4.322,00
Vendas;SP;Cathryn MacGibbon;24/06/2023;Fraude;00:04:18;R$ 9.280,00
Vendas;SE;Idette Thyer;24/06/2023;Reprova;00:05:10;R$ 11.618,00
Vendas;PE;Carlita Yoakley;24/06/2023;Reprova;00:10:36;R$ 21.839,00
Agendamento;RR;Sianna Maypowder;24/06/2023;Pendência;00:08:09;R$ 24.941,00
Contato;PE;Jermain Tolle;24/06/2023;Fraude;00:12:16;R$ 7.148,00
Contato;SC;Christean Birrel;24/06/2023;Aprovação;00:03:35;R$ 7.489,00
Agendamento;RR;Leonardo Davion;24/06/2023;Pendência;00:18:09;R$ 22.971,00
Vendas;PE;Kenyon Baugh;24/06/2023;Aprovação;00:06:07;R$ 1.576,00
Vendas;GO;Carlita Yoakley;24/06/2023;Aprovação;00:04:40;R$ 11.633,00
Contato;AM;Rolland d'Escoffier;24/06/2023;Pendência;00:29:20;R$ 13.681,00
Agendamento;ES;Erma Larn;24/06/2023;Reprova;00:01:45;R$ 21.061,00
Contato;RN;Gavrielle O' Neligan;24/06/2023;Aprovação;00:19:18;R$ 18.428,00
